Year;Road Name;From Street;To Street;length_(m);PCI Rating;Geom;geo_point_2d
2020;CROWN ST;10TH AV;CROWN CRESCENT;222;NO DATA;"{""coordinates"": [[-123.1939014210136, 49.26359482368588], [-123.19390131085736, 49.26359792991722], [-123.19390660473745, 49.263707582552236], [-123.19390682254013, 49.26371756687106], [-123.19390742508673, 49.26373103169086], [-123.193908383583, 49.26374448691799], [-123.19390971452269, 49.263757932524825], [-123.19391138900724, 49.26377135956465], [-123.19391342074628, 49.26378475901919], [-123.19391582351996, 49.263798139860505], [-123.1939185698041, 49.26381149313957], [-123.19392168705293, 49.26382480981512], [-123.19392514640309, 49.26383808993547], [-123.19392896431312, 49.26385132447784], [-123.19393312569946, 49.263864522462676], [-123.1939376442365, 49.26387766587659], [-123.19394251992803, 49.26389075561904], [-123.19394772524278, 49.26390378094193], [-123.19395330145366, 49.26391675167073], [-123.19395920729175, 49.26392965887939], [-123.19396545509224, 49.26394249355196], [-123.19397204760428, 49.263955255683754], [-123.19397898341839, 49.26396793628191], [-123.19398624882541, 49.263980544364564], [-123.1939938575032, 49.26399306281779], [-123.19400179570029, 49.26400548986556], [-123.19401006204595, 49.264017826409685], [-123.1940186592893, 49.264030072445394], [-123.19402758598554, 49.26404220998468], [-123.19403682842544, 49.264054248045674], [-123.19404637970514, 49.26406617854421], [-123.19406021433885, 49.26408383989259], [-123.19414111653515, 49.264164904646954], [-123.19423450328078, 49.2642399845322], [-123.19433938180192, 49.26430827251878], [-123.19445458216182, 49.264369004152734], [-123.19457886202473, 49.26442153474003], [-123.1947108458865, 49.264465264790026], [-123.1948490886455, 49.26449972716355], [-123.19499209194392, 49.26452454746773], [-123.19505058619204, 49.264530511506926], [-123.19535025713299, 49.26456344312244], [-123.19535291375075, 49.26456441910862], [-123.1953661696712, 49.264569380041486], [-123.19537930253033, 49.264574503094664], [-123.19539228476756, 49.26457977032447], [-123.19540513012775, 49.2645851817076], [-123.19541782490172, 49.26459074626261], [-123.19543036767949, 49.264596454996656], [-123.19544276117814, 49.264602299809496], [-123.19545500405164, 49.264608287899684], [-123.19546708255876, 49.264614420189965], [-123.19547898288369, 49.264620678713364], [-123.19549071884232, 49.264627081437006], [-123.19550229036365, 49.26463361037063], [-123.19551368373838, 49.26464027453269], [-123.19552489896655, 49.26464707392323], [-123.19553592223585, 49.26465399147477], [-123.19554676731947, 49.264661034360266], [-123.19555741910172, 49.26466820350482], [-123.19556788029598, 49.264675489908704], [-123.19557813581848, 49.264682902592746], [-123.1955882130878, 49.26469042352009], [-123.1955946958073, 49.26469544626531], [-123.19559807090494, 49.2646980617558], [-123.19560772297916, 49.26470580828149], [-123.1956171830588, 49.264713663973474], [-123.19562642364706, 49.264721627079275], [-123.19563544474742, 49.2647296984985], [-123.19564424494983, 49.26473786923836], [-123.19565284071243, 49.26474613027582], [-123.19566120324217, 49.26475449965011], [-123.19566934621265, 49.264762959347706], [-123.19567726962384, 49.26477150936864], [-123.19568495973434, 49.264780150635794], [-123.19569240279209, 49.264788881373406], [-123.19569962625476, 49.26479769343937], [-123.19570661637736, 49.26480658685698], [-123.19571335804042, 49.26481556165191], [-123.19571986770217, 49.26482460880111], [-123.19572613024309, 49.26483372833022], [-123.19573215937598, 49.26484291212037], [-123.19573792767495, 49.26485217640945], [-123.19574346252652, 49.26486149506498], [-123.19574873647636, 49.26487087712869], [-123.19575376326925, 49.26488032257737], [-123.19575852775009, 49.26488982244149], [-123.19576306012193, 49.26489936767471], [-123.19576731781105, 49.264908967344425], [-123.19577132830707, 49.26491862140404], [-123.19577507779742, 49.26492831278612], [-123.19577733212532, 49.26493460381382]], ""type"": ""LineString""}";49.26436130295206, -123.19473327405191
2020;MANITOBA ST;8TH AV;7TH AV;100;VERY GOOD;"{""coordinates"": [[-123.10679773325674, 49.263807599460435], [-123.10677910040371, 49.26425705402088], [-123.1067609214234, 49.2647067968698]], ""type"": ""LineString""}";49.26425719340707, -123.10677921111616
2020;MARGUERITE ST;57TH AV;54TH AV;262;VERY POOR;"{""coordinates"": [[-123.14528836491783, 49.219415841240725], [-123.14527028797022, 49.21988167628504], [-123.14519637863917, 49.22177183207914]], ""type"": ""LineString""}";49.22059383881689, -123.14524242715062
2020;JOHN ST;31ST AV;30TH AV;56;GOOD;"{""coordinates"": [[-123.097496449162, 49.24270960767571], [-123.09747684034991, 49.24321317854097]], ""type"": ""LineString""}";49.24296139310834, -123.09748664475595
2020;CREELMAN AV;ARBUTUS ST;LABURNUM ST;86;VERY GOOD;"{""coordinates"": [[-123.15252635904558, 49.27452965993941], [-123.15197718548845, 49.27452163663784], [-123.1513444236511, 49.274510479273324]], ""type"": ""LineString""}";49.274520513884355, -123.151935384186
2020;HEMLOCK CRT;LAMEYS MILL ROAD;NORTHEAST END;26;VERY GOOD;"{""coordinates"": [[-123.13655508401494, 49.268051960235276], [-123.1362791494106, 49.26820059888329]], ""type"": ""LineString""}";49.26812627955928, -123.13641711671276
2020;FREMLIN ST;47TH AV;46TH AV;101;FAIR;"{""coordinates"": [[-123.12683017785986, 49.22834467095283], [-123.12683015997811, 49.22834519719529], [-123.12679921190299, 49.229252482440266], [-123.12679919527902, 49.22925296370496]], ""type"": ""LineString""}";49.228798817333626, -123.12681468670743
2020;HUDSON ST;KING EDWARD AV;LAURIER AV;158;VERY POOR;"{""coordinates"": [[-123.13435474904679, 49.249343483244836], [-123.13432696541219, 49.25009558506545], [-123.13430374875314, 49.25076217643861], [-123.1343036116931, 49.25076433185444]], ""type"": ""LineString""}";49.25005389567002, -123.13432883786172
2020;JERVIS ST;PENDRELL ST;COMOX ST;110;VERY POOR;"{""coordinates"": [[-123.13387305310637, 49.28350760358285], [-123.13333597705075, 49.283856224527945], [-123.13280466188296, 49.28420798554334]], ""type"": ""LineString""}";49.28385658515726, -123.13333806465184
2020;MACDONALD ST;33RD AV;32ND AV;106;POOR;"{""coordinates"": [[-123.16793735624768, 49.24230613727618], [-123.16788748835553, 49.24239474992948], [-123.16788364425244, 49.242779358792305], [-123.16787891068316, 49.24325379270269]], ""type"": ""LineString""}";49.24277412463435, -123.16788629059222
2020;INVERNESS ST;33RD AV;31ST AV;251;POOR;"{""coordinates"": [[-123.08019275420862, 49.24023629411022], [-123.08019389875626, 49.240238090565], [-123.08025618841074, 49.24032430897664], [-123.08024866623067, 49.240627521294854], [-123.0802117752666, 49.242087600270935], [-123.08020270343698, 49.242484505270774]], ""type"": ""LineString""}";49.2413506588913, -123.08022889098956
2020;DAVIE ST;HOWE ST;GRANVILLE ST;102;GOOD;"{""coordinates"": [[-123.12719079896686, 49.2777924786064], [-123.12719015859409, 49.27779206463326], [-123.12670485761593, 49.277478082961025], [-123.12619854673684, 49.277150520562984], [-123.12619364421937, 49.27714734881763]], ""type"": ""LineString""}";49.27746991169838, -123.12669222289591
2020;DUMFRIES ST;53RD AV;51ST AV;178;VERY POOR;"{""coordinates"": [[-123.0746688470589, 49.221765190082984], [-123.07466882187964, 49.22176579638048], [-123.0746031364442, 49.22336294794275], [-123.07460302395378, 49.223365767132364]], ""type"": ""LineString""}";49.22256547853292, -123.07463593366369
2020;GARDEN DR;BROADWAY;8TH AV;106;VERY POOR;"{""coordinates"": [[-123.05815783177329, 49.262233886140265], [-123.05814834897892, 49.262729313585574], [-123.05813967129767, 49.2631825134918], [-123.05813958758583, 49.263187303480606]], ""type"": ""LineString""}";49.262710594753365, -123.05814870652507
2020;FRASER ST;61ST AV;60TH AV;88;VERY POOR;"{""coordinates"": [[-123.09103413504978, 49.21484461417961], [-123.09103413431097, 49.21484495959901], [-123.0910269823632, 49.21563493171793], [-123.09102694757644, 49.21563617759168]], ""type"": ""LineString""}";49.215240396109216, -123.09103055423995
2020;LARCH ST;5TH AV;4TH AV;95;VERY GOOD;"{""coordinates"": [[-123.16227577373601, 49.26742835864472], [-123.16225961574915, 49.267867666557976], [-123.16224450499894, 49.268281006516105], [-123.16224444305671, 49.2682826572226]], ""type"": ""LineString""}";49.26785550709229, -123.16226008544339
2020;MACKIE ST;39TH AV;37TH AV;181;FAIR;"{""coordinates"": [[-123.10932672872785, 49.23564273287703], [-123.10929980476263, 49.23609484700088], [-123.10923074461725, 49.23726965485905]], ""type"": ""LineString""}";49.236456186485334, -123.10927861189658
2020;GRANVILLE ST 1;SOUTHWEST END;BEACH AV / BEACH CRESCENT;95;VERY GOOD;"{""coordinates"": [[-123.13178318650327, 49.273497369531306], [-123.13168656983542, 49.2735613545401], [-123.13086527139048, 49.274105248172624]], ""type"": ""LineString""}";49.273801309456964, -123.13132422934753
2020;HARRISON DR;VICTORIA DRIVE;ROSEDALE DRIVE;516;VERY GOOD;"{""coordinates"": [[-123.06608634112452, 49.21061913827418], [-123.06592632373938, 49.21061764834337], [-123.06590464379929, 49.210617354875396], [-123.0658829909846, 49.210616809519806], [-123.06586133922079, 49.21061602128681], [-123.06583972695184, 49.210614990154475], [-123.06581812806621, 49.2106136972476], [-123.06579658379218, 49.21061217132765], [-123.06577506664517, 49.210610393520184], [-123.06575361782716, 49.21060837279702], [-123.06573220986665, 49.210606100178595], [-123.06571087162071, 49.21060359363905], [-123.0656896140497, 49.21060083518164], [-123.0656684248077, 49.21059783290918], [-123.06564731763922, 49.21059459760825], [-123.06562629253145, 49.21059111938404], [-123.0656053769445, 49.21058739822106], [-123.06558455714878, 49.21058343412712], [-123.06556384825926, 49.210579236089], [-123.06554324753034, 49.21057480410833], [-123.06552277006392, 49.210570137277074], [-123.06550242959254, 49.210565237386525], [-123.06549531511634, 49.210563433367966], [-123.06548221238538, 49.21056010354502], [-123.06546214590244, 49.210554735737105], [-123.06544221779899, 49.21054914296507], [-123.06542243905913, 49.21054332522282], [-123.06540282478593, 49.210537282501875], [-123.06538336124976, 49.210531014810066], [-123.06536408963927, 49.21052452122466], [-123.0653449825091, 49.210517812555594], [-123.06532605496115, 49.210510887894905], [-123.06530731797949, 49.21050374723644], [-123.06528877293725, 49.21049639057955], [-123.06527041984643, 49.21048882691957], [-123.06525227243708, 49.21048105624888], [-123.06523434442734, 49.21047306956451], [-123.06521696694388, 49.210465046585334], [-123.06451064997077, 49.21013289191998], [-123.06443709572135, 49.210098301116446], [-123.06308262919468, 49.20946131968391], [-123.06303046685649, 49.209436907958796], [-123.06286278764794, 49.20936030460027], [-123.06269308080304, 49.209285636085134], [-123.06252142595368, 49.20921291135676], [-123.0623478533384, 49.20914216637134], [-123.06217241512785, 49.209073410087534], [-123.06208685512328, 49.209041190004235], [-123.06201431691957, 49.209013882390956], [-123.06199518274697, 49.209006678439735], [-123.06181619463491, 49.20894198039443], [-123.06163552219196, 49.20887933389608], [-123.06145320387785, 49.208818765902194], [-123.06126929736139, 49.208760294365035], [-123.06108385481866, 49.20870393724012], [-123.06089694763496, 49.20864970347768], [-123.06070862798462, 49.20859761103391], [-123.06066599830758, 49.20858638931833], [-123.06062077505365, 49.20857506910044], [-123.06057526276963, 49.20856427164279], [-123.06052947655547, 49.20855399603762], [-123.06048341778278, 49.20854424228388], [-123.06043711117408, 49.208535019363524], [-123.06039055809984, 49.20852632637611], [-123.0603437873925, 49.208518165105275], [-123.06029681004395, 49.208510543640834], [-123.0602496274257, 49.20850346198177], [-123.06020226698294, 49.208496910218734], [-123.0601547438405, 49.208490908133264], [-123.06010705524987, 49.208485454827084], [-123.06005924375955, 49.20848054128253], [-123.06001129564848, 49.20847617560239], [-123.05996325347819, 49.20847235956341], [-123.05991816540836, 49.20846930027512]], ""type"": ""LineString""}";49.209498109966354, -123.06302343703493
2020;LINCOLN ST;45TH AV;43RD AV;174;VERY POOR;"{""coordinates"": [[-123.02641541542602, 49.22923852142286], [-123.02642417371743, 49.22967527424319], [-123.02644554567756, 49.230799782506246], [-123.02644565071724, 49.23080357308274]], ""type"": ""LineString""}";49.23002104441734, -123.02643068148603
2020;MANITOBA ST;10TH AV;BROADWAY;104;GOOD;"{""coordinates"": [[-123.10686819948941, 49.26211713521289], [-123.1068497762429, 49.26256696752205], [-123.10683000622186, 49.263051418192504], [-123.10682996825622, 49.26305229526027]], ""type"": ""LineString""}";49.262584714583454, -123.10684906786625
2020;LAKEWOOD DR;GRAVELEY ST;GRANT ST;88;FAIR;"{""coordinates"": [[-123.06187037767205, 49.27044173396373], [-123.06187034032018, 49.27044374351002], [-123.0618629771143, 49.27082037440471], [-123.06185414824411, 49.27123316673298], [-123.06185414696616, 49.27123324409233]], ""type"": ""LineString""}";49.270837492756584, -123.06186244452621
2020;DISCOVERY ST;BELMONT AV;NORTH END;107;POOR;"{""coordinates"": [[-123.20259911712063, 49.27355270723885], [-123.20259877749123, 49.273561082362235], [-123.20256230208382, 49.27445964492886], [-123.20256520614535, 49.27451484065077]], ""type"": ""LineString""}";49.27403378849689, -123.2025797365459
2020;MANITOBA ST;20TH AV;19TH AV;113;GOOD;"{""coordinates"": [[-123.10727715598486, 49.25279474798964], [-123.10727697772059, 49.252798726742284], [-123.10725452364065, 49.25331490245349], [-123.10723228898183, 49.25381078199232]], ""type"": ""LineString""}";49.25330277236405, -123.10725488940817
2020;ST GEORGE ST;43RD AV;41ST AV;210;GOOD;"{""coordinates"": [[-123.09461572499302, 49.231060380749355], [-123.09456185052741, 49.23294905959802]], ""type"": ""LineString""}";49.23200472017369, -123.09458878776022
2020;STIRLING ST;55TH AV;54TH AV;97;FAIR;"{""coordinates"": [[-123.06068736085585, 49.21937743695783], [-123.06067367190464, 49.21977747474938], [-123.06067215896508, 49.21982153439125], [-123.06065576183414, 49.220249729674045]], ""type"": ""LineString""}";49.219813599393845, -123.06067200479272
2020;PARKER ST;TEMPLETON DRIVE;GARDEN DRIVE;141;FAIR;"{""coordinates"": [[-123.05983235733726, 49.27568164530033], [-123.05983144308884, 49.275681638577595], [-123.05789821550793, 49.27566651666039], [-123.05789402783873, 49.27566648457693]], ""type"": ""LineString""}";49.27567406481709, -123.05886319258896
2020;PRINCE EDWARD ST;29TH AV / AUBREY PLACE;28TH AV;145;VERY GOOD;"{""coordinates"": [[-123.09689709113772, 49.24434747714605], [-123.096897045575, 49.244349469628986], [-123.09689622276107, 49.24438536670671], [-123.09688579599373, 49.24477018622349], [-123.09688570883658, 49.244773391298835], [-123.09686168309506, 49.245651581995546]], ""type"": ""LineString""}";49.24499953251537, -123.09687950152644
2020;SASAMAT ST;9TH AV;8TH AV;96;GOOD;"{""coordinates"": [[-123.20906856463876, 49.264715147921464], [-123.20905309234979, 49.265147312123446], [-123.20903800858727, 49.26557845193305]], ""type"": ""LineString""}";49.26514679681412, -123.20905319865601
2020;ST CATHERINES ST;37TH AV;35TH AV;195;GOOD;"{""coordinates"": [[-123.08692759045965, 49.236508301810076], [-123.08688019918537, 49.23826210194438]], ""type"": ""LineString""}";49.23738520187724, -123.0869038948225
2020;ONTARIO ST;28TH AV;27TH AV;139;VERY POOR;"{""coordinates"": [[-123.10511197861197, 49.246059710768144], [-123.10509153147694, 49.246459973164804], [-123.10507132956575, 49.2468503360539], [-123.10507130728627, 49.24685084430479], [-123.10505104640292, 49.24730940906247]], ""type"": ""LineString""}";49.246684511974806, -123.10508050653924
2020;SLOCAN ST;19TH AV;17TH AV;139;FAIR;"{""coordinates"": [[-123.04957126195116, 49.25322490934158], [-123.04954956406503, 49.25406134365953], [-123.04954954293684, 49.25406220181249], [-123.04955115042836, 49.254475120346186]], ""type"": ""LineString""}";49.253849969381804, -123.04955708158876
2020;PRINCE EDWARD ST;45TH AV;44TH AV;101;FAIR;"{""coordinates"": [[-123.09737268868119, 49.22928942598987], [-123.09737257849149, 49.22929206439232], [-123.09735279677385, 49.22974412521038], [-123.09732953546256, 49.230194749679875], [-123.09732943923717, 49.23019750680751]], ""type"": ""LineString""}";49.2297435079761, -123.09735193394728
2020;POINT GREY RD;WATERLOO ST;BLENHEIM ST;147;VERY GOOD;"{""coordinates"": [[-123.17957846711899, 49.27173973792344], [-123.17957725281526, 49.2717396129784], [-123.17758199850832, 49.27153525846407]], ""type"": ""LineString""}";49.27163749790907, -123.1785802328429
2020;TISDALL ST;46TH AV;45TH AV;102;POOR;"{""coordinates"": [[-123.12167290495891, 49.22907784297195], [-123.12164075338501, 49.22999512079453]], ""type"": ""LineString""}";49.22953648188324, -123.12165682917198
2020;TRIMBLE ST;2ND AV;1ST AV;87;POOR;"{""coordinates"": [[-123.20578875138523, 49.271296427781884], [-123.20576062411683, 49.27207878498655]], ""type"": ""LineString""}";49.27168760638422, -123.20577468775103
2020;QUEBEC ST;45TH AV;44TH AV;100;VERY POOR;"{""coordinates"": [[-123.1036871622623, 49.229418429793284], [-123.10366515016948, 49.229866721085514], [-123.1036425906772, 49.23031747663076]], ""type"": ""LineString""}";49.22986795846932, -123.10366498251672
2020;TEMPLETON DR;TRIUMPH ST;DUNDAS ST;101;VERY POOR;"{""coordinates"": [[-123.05971551880006, 49.28390118377272], [-123.05971545909543, 49.28390412072747], [-123.0597072487714, 49.28435620344054], [-123.05969934239342, 49.284808456868696], [-123.05969932182064, 49.284809639744346]], ""type"": ""LineString""}";49.284355410323016, -123.05970734001342
2020;TRIUMPH ST;SALSBURY DRIVE;VICTORIA DRIVE;206;GOOD;"{""coordinates"": [[-123.06821959588405, 49.283455332136526], [-123.06608081008704, 49.28394281900659], [-123.06552083167347, 49.283934514208994], [-123.06551328959958, 49.28393447530841]], ""type"": ""LineString""}";49.28374831327131, -123.06687205589371
2020;POWELL ST;HEATLEY AV;HAWKS AV;172;VERY POOR;"{""coordinates"": [[-123.0894496900884, 49.283002093235055], [-123.08708565672586, 49.282957835665584]], ""type"": ""LineString""}";49.28297996445032, -123.08826767340712
2020;SKEENA ST;CAMBRIDGE ST;BRIDGEWAY;431;GOOD;"{""coordinates"": [[-123.02831222909082, 49.28671472411907], [-123.0283037592577, 49.290312288421404], [-123.02832261308887, 49.29035992038107], [-123.02836745350614, 49.29040387863343], [-123.02843469815514, 49.29044416762786], [-123.02851313966151, 49.29046979710401], [-123.02860258479521, 49.2904844002329]], ""type"": ""LineString""}";49.28868983004397, -123.0283196582592
2020;NANAIMO ST;UPLAND DRIVE;54TH AV;253;FAIR;"{""coordinates"": [[-123.05934640877783, 49.21796637297411], [-123.05934942675421, 49.21838930499114], [-123.05936002765077, 49.21975701748053], [-123.05936048918329, 49.21980986357276], [-123.05936426291588, 49.22024214924907]], ""type"": ""LineString""}";49.21910426343959, -123.05935504309602
2020;POWELL ST;HAWKS AV;LOOP BACK LANE;134;FAIR;"{""coordinates"": [[-123.08708565672586, 49.282957835665584], [-123.08708048380603, 49.28295773881806], [-123.08524462652844, 49.28290978179399]], ""type"": ""LineString""}";49.28293382780566, -123.08616514119944
2020;MCKINNON ST;49TH AV;48TH AV;83;GOOD;"{""coordinates"": [[-123.03882471727293, 49.22473504519371], [-123.03880510869529, 49.22511463035796], [-123.03878529400562, 49.22547692036953], [-123.03878508035417, 49.22548119589009]], ""type"": ""LineString""}";49.22510813502344, -123.03880517099056
