road_name,from_street,to_street,pci_rating,dist_to_water_m,humidity_proxy,pavement_risk,pci_missing,pavement_risk_adj,bearing_deg,sun_exposure,is_bridge,recent_moisture,temp_near_zero,black_ice_risk
ELLIOTT ST,SE MARINE DRIVE,ROSEDALE DRIVE,POOR,172.3,0.709,0.8,0,0.8,7.746269355532547,0.8,0,1,1.0,0.63
MACKENZIE ST,21ST AV,20TH AV,GOOD,2413.8,0.008,0.3,0,0.3,0.5364917221547216,0.8,0,1,1.0,0.436
INVERNESS ST,63RD AV,62ND AV,GOOD,505.9,0.364,0.3,0,0.3,349.51026380158606,0.8,0,1,1.0,0.489
FERNDALE ST,SEMLIN DRIVE,LAKEWOOD DRIVE,POOR,1446.2,0.055,0.8,0,0.8,92.87766444680636,0.5,0,1,1.0,0.456
LAGOON DR,PARK LANE,BARCLAY ST,VERY GOOD,106.2,0.809,0.1,0,0.1,99.67650070147909,0.5,0,1,1.0,0.446
INVERNESS ST,23RD AV,22ND AV,GOOD,1330.2,0.07,0.3,0,0.3,1.418853466193923,0.8,0,1,1.0,0.445
FRENCH ST,67TH AV,64TH AV,GOOD,849.2,0.183,0.3,0,0.3,2.0093611362527213,0.8,0,1,1.0,0.462
KASLO ST,18TH AV,16TH AV,POOR,550.7,0.332,0.8,0,0.8,0.29875243114497607,0.8,0,1,1.0,0.573
FIR ST,6TH AV,5TH AV,FAIR,375.4,0.472,0.5,0,0.5,1.5485414648704818,0.8,0,1,1.0,0.541
KENT AV S,WEST END,ONTARIO ST,VERY GOOD,119.3,0.788,0.1,0,0.1,82.68827921950077,0.5,0,1,1.0,0.443
GLADSTONE ST,45TH AV,44TH AV,VERY GOOD,1153.6,0.1,0.1,0,0.1,0.9952843221005878,0.8,0,1,1.0,0.414
DUMFRIES ST,28TH AV,27TH AV,POOR,1205.6,0.09,0.8,0,0.8,1.381963115067549,0.8,0,1,1.0,0.536
KAMLOOPS ST,1ST AV,GRAVELEY ST,FAIR,878.4,0.173,0.5,0,0.5,0.24437088305990073,0.8,0,1,1.0,0.496
GARDEN DR,TURNER ST,PENDER ST,FAIR,1154.4,0.099,0.5,0,0.5,0.7417798285459867,0.8,0,1,1.0,0.485
FELLOWES ST,TRINITY ST,BOUNDARY ROAD,VERY POOR,578.9,0.314,0.95,0,0.95,43.933723275548914,0.8,0,1,1.0,0.597
MAPLE ST,CREELMAN AV,WHYTE AV,GOOD,389.0,0.459,0.3,0,0.3,1.5532581045795837,0.8,0,1,1.0,0.504
FRANKLIN ST,CLARK DRIVE,MCLEAN DRIVE,POOR,1073.4,0.117,0.8,0,0.8,91.19204634528842,0.5,0,1,1.0,0.465
EARLES ST,EUCLID AV,VANNESS AV,FAIR,549.5,0.333,0.5,0,0.5,32.28616490521023,0.8,0,1,1.0,0.52
GLADSTONE ST,SOUTHSIDE DRIVE,SE MARINE DRIVE,GOOD,214.1,0.652,0.3,0,0.3,26.620690212200145,0.8,0,1,1.0,0.533
LILLOOET ST,3RD AV,2ND AV,VERY GOOD,699.0,0.247,0.1,0,0.1,0.549145446199077,0.8,0,1,1.0,0.436
KENT AV S,ASH ST,EAST END,VERY POOR,101.7,0.816,0.95,0,0.95,80.60813713844766,0.5,1,1,1.0,0.897
EAST BLVD,43RD AV,42ND AV,FAIR,1253.9,0.081,0.5,0,0.5,1.5139492613093921,0.8,0,1,1.0,0.482
GRAVELEY ST,COTTON DRIVE,COMMERCIAL DRIVE,VERY GOOD,1288.2,0.076,0.1,0,0.1,90.61782356396697,0.5,0,1,1.0,0.336
JACKSON AV,HASTINGS ST,CORDOVA ST,VERY POOR,691.2,0.251,0.95,0,0.95,1.654240411340254,0.8,0,1,1.0,0.587
LAUREL ST,58TH AV,57TH AV,FAIR,1027.7,0.128,0.5,0,0.5,358.0389415467942,0.8,0,1,1.0,0.489
KENT AV N,HEATHER ST,ASH ST,FAIR,199.0,0.672,0.5,0,0.5,72.73062505890744,0.5,0,1,1.0,0.496
CROWN ST,29TH AV,28TH AV,GOOD,2257.3,0.011,0.3,0,0.3,0.9107046907392373,0.8,0,1,1.0,0.436
JASPER CRES,PRESTWICK DRIVE,VICTORIA DRIVE,GOOD,944.0,0.151,0.3,0,0.3,76.02612389225146,0.5,0,1,1.0,0.382
GRAVELEY ST,MCLEAN DRIVE,WOODLAND DRIVE,GOOD,1037.4,0.126,0.3,0,0.3,90.68817557525841,0.5,0,1,1.0,0.378
KENT AV N,BEATRICE ST,VICTORIA DRIVE,VERY POOR,77.7,0.856,0.95,0,0.95,113.49069517086355,0.5,0,1,1.0,0.603
CYPRESS ST,42ND AV,41ST AV,NO DATA,973.0,0.143,0.5,1,0.4,2.373091371556825,0.8,0,1,1.0,0.474
DOMAN ST,COLERIDGE AV,WAVERLEY AV,GOOD,1512.3,0.049,0.3,0,0.3,1.7579469667589365,0.8,0,1,1.0,0.442
GLEN DR,VENABLES ST,GEORGIA ST,GOOD,476.5,0.386,0.3,0,0.3,0.7348754315817132,0.8,0,1,1.0,0.493
GLADSTONE ST,37TH AV,35TH AV,VERY GOOD,825.7,0.192,0.1,0,0.1,0.5181377964017884,0.8,0,1,1.0,0.428
HARO ST,CHILCO ST,DENMAN ST,FAIR,158.8,0.728,0.5,0,0.5,134.78107571125588,0.5,0,1,1.0,0.505
DENMAN ST,DAVIE ST,PENDRELL ST,VERY POOR,655.6,0.27,0.95,0,0.95,44.757467275366594,0.8,0,1,1.0,0.59
FRASERVIEW DR,BURQUITLAM DRIVE,NANAIMO ST,GOOD,547.0,0.335,0.3,0,0.3,91.7444766488901,0.5,0,1,1.0,0.41
MACKENZIE ST,47TH AV,45TH AV,VERY POOR,535.6,0.343,0.95,0,0.95,359.75080337877324,0.8,0,1,1.0,0.601
LILLOOET ST,KITCHENER ST,CHARLES ST,VERY POOR,598.7,0.302,0.95,0,0.95,0.6335794483441077,0.8,0,1,1.0,0.595
GRAVELEY ST,TEMPLETON DRIVE,GARDEN DRIVE,POOR,994.8,0.137,0.8,0,0.8,90.67078580432553,0.5,0,1,1.0,0.468
KAMLOOPS ST,ADANAC ST,GEORGIA ST,GOOD,975.7,0.142,0.3,0,0.3,359.9365379198458,0.8,0,1,1.0,0.456
EAST BLVD,42ND AV,41ST AV,VERY GOOD,1333.2,0.07,0.1,0,0.1,1.4505391998288815,0.8,0,1,1.0,0.41
KILLARNEY ST,HORLEY ST,EUCLID AV,FAIR,502.1,0.366,0.5,0,0.5,32.93445925313961,0.8,0,1,1.0,0.525
CYPRESS ST,7TH AV,6TH AV,VERY GOOD,760.1,0.219,0.1,0,0.1,1.5438450262655579,0.8,0,1,1.0,0.432
DIEPPE DR,DIEPPE PLACE,VIMY CRESCENT,VERY POOR,470.4,0.39,0.95,0,0.95,315.0991517668992,0.8,0,1,1.0,0.608
MAPLE CRES,KING EDWARD AV,CEDAR CRESCENT / MATTHEWS AV,FAIR,1550.7,0.045,0.5,0,0.5,20.156886680574644,0.8,0,1,1.0,0.477
GRANDVIEW HWY,GARDEN DRIVE,NANAIMO ST,GOOD,282.5,0.568,0.3,0,0.3,114.29101762572583,0.5,0,1,1.0,0.445
DAVIE ST,RICHARDS ST,HAMILTON ST,VERY POOR,308.3,0.54,0.95,0,0.95,134.81353018601726,0.5,0,1,1.0,0.556
JERVIS ST,BARCLAY ST,HARO ST,FAIR,360.7,0.486,0.5,0,0.5,44.7740026593637,0.8,0,1,1.0,0.543
INVERNESS ST,17TH AV,15TH AV,FAIR,1182.9,0.094,0.5,0,0.5,1.4596703805496531,0.8,0,1,1.0,0.484
FLEMING ST,18TH AV,15TH AV,POOR,539.4,0.34,0.8,0,0.8,1.70916738258137,0.8,0,1,1.0,0.574
HORLEY ST,DUCHESS ST,EARLES ST,VERY POOR,345.1,0.501,0.95,0,0.95,121.59461754353862,0.5,0,1,1.0,0.55
CYPRESS ST,LINDEN ROAD,QUILCHENA CRESCENT,VERY POOR,880.8,0.172,0.95,0,0.95,347.74961820518,0.8,0,1,1.0,0.575
FRENCH ST,70TH AV,67TH AV,POOR,632.6,0.282,0.8,0,0.8,0.9428521294105963,0.8,0,1,1.0,0.565
ELLIOTT ST,51ST AV,49TH AV,POOR,1074.2,0.117,0.8,0,0.8,1.0970097206463265,0.8,0,1,1.0,0.54
KASLO ST,26TH AV,25TH AV,FAIR,1084.1,0.114,0.5,0,0.5,0.37186498602306983,0.8,0,1,1.0,0.487
CROWN ST,10TH AV,CROWN CRESCENT,NO DATA,612.2,0.294,0.5,1,0.4,317.64771697768685,0.8,0,1,1.0,0.496
MANITOBA ST,8TH AV,7TH AV,VERY GOOD,575.8,0.316,0.1,0,0.1,1.6156104414686752,0.8,0,1,1.0,0.447
MARGUERITE ST,57TH AV,54TH AV,VERY POOR,1187.6,0.093,0.95,0,0.95,1.5749771158468207,0.8,0,1,1.0,0.563
JOHN ST,31ST AV,30TH AV,GOOD,705.1,0.244,0.3,0,0.3,1.5342730108570777,0.8,0,1,1.0,0.471
CREELMAN AV,ARBUTUS ST,LABURNUM ST,VERY GOOD,514.4,0.357,0.1,0,0.1,91.5359071682663,0.5,0,1,1.0,0.378
HEMLOCK CRT,LAMEYS MILL ROAD,NORTHEAST END,VERY GOOD,134.2,0.765,0.1,0,0.1,50.64333298952505,0.5,0,1,1.0,0.44
FREMLIN ST,47TH AV,46TH AV,FAIR,1091.6,0.113,0.5,0,0.5,1.3757993418087722,0.8,0,1,1.0,0.487
HUDSON ST,KING EDWARD AV,LAURIER AV,VERY POOR,919.3,0.159,0.95,0,0.95,1.451443795984403,0.8,0,1,1.0,0.573
JERVIS ST,PENDRELL ST,COMOX ST,VERY POOR,296.5,0.553,0.95,0,0.95,45.04132490780751,0.5,0,1,1.0,0.558
MACDONALD ST,33RD AV,32ND AV,POOR,1826.7,0.026,0.8,0,0.8,2.439521112580735,0.8,0,1,1.0,0.527
INVERNESS ST,33RD AV,31ST AV,POOR,1854.3,0.025,0.8,0,0.8,359.8947315237492,0.8,0,1,1.0,0.526
DAVIE ST,HOWE ST,GRANVILLE ST,GOOD,343.1,0.503,0.3,0,0.3,134.77470933073369,0.5,0,1,1.0,0.435
DUMFRIES ST,53RD AV,51ST AV,VERY POOR,1435.4,0.057,0.95,0,0.95,1.599499831399612,0.8,0,1,1.0,0.558
GARDEN DR,BROADWAY,8TH AV,VERY POOR,204.4,0.664,0.95,0,0.95,0.7615693613454368,0.8,0,1,1.0,0.649
FRASER ST,61ST AV,60TH AV,VERY POOR,921.3,0.158,0.95,0,0.95,0.40973691632007103,0.8,0,1,1.0,0.573
LARCH ST,5TH AV,4TH AV,VERY GOOD,1559.9,0.044,0.1,0,0.1,1.4977575770724343,0.8,0,1,1.0,0.406
MACKIE ST,39TH AV,37TH AV,FAIR,292.4,0.557,0.5,0,0.5,2.2951394424516707,0.8,0,1,1.0,0.554
GRANVILLE ST 1,SOUTHWEST END,BEACH AV / BEACH CRESCENT,VERY GOOD,503.6,0.365,0.1,0,0.1,44.75478214196414,0.8,1,1,1.0,0.754
HARRISON DR,VICTORIA DRIVE,ROSEDALE DRIVE,VERY GOOD,299.9,0.549,0.1,0,0.1,118.05963544112802,0.5,0,1,1.0,0.407
LINCOLN ST,45TH AV,43RD AV,VERY POOR,1502.0,0.05,0.95,0,0.95,359.2951464268599,0.8,0,1,1.0,0.557
MANITOBA ST,10TH AV,BROADWAY,GOOD,757.9,0.22,0.3,0,0.3,1.6135955551515053,0.8,0,1,1.0,0.468
LAKEWOOD DR,GRAVELEY ST,GRANT ST,FAIR,1084.8,0.114,0.5,0,0.5,0.8156412024189876,0.8,0,1,1.0,0.487
DISCOVERY ST,BELMONT AV,NORTH END,POOR,390.8,0.458,0.8,0,0.8,1.4746277979035085,0.8,0,1,1.0,0.592
MANITOBA ST,20TH AV,19TH AV,GOOD,1007.5,0.133,0.3,0,0.3,1.7369885068259237,0.8,0,1,1.0,0.455
ST GEORGE ST,43RD AV,41ST AV,GOOD,1043.0,0.124,0.3,0,0.3,1.1418129608766776,0.8,0,1,1.0,0.453
STIRLING ST,55TH AV,54TH AV,FAIR,1086.5,0.114,0.5,0,0.5,1.4052507761034576,0.8,0,1,1.0,0.487
PARKER ST,TEMPLETON DRIVE,GARDEN DRIVE,FAIR,1318.1,0.072,0.5,0,0.5,90.72950299801545,0.5,0,1,1.0,0.406
PRINCE EDWARD ST,29TH AV / AUBREY PLACE,28TH AV,VERY GOOD,848.3,0.183,0.1,0,0.1,1.0917655618783328,0.8,0,1,1.0,0.427
SASAMAT ST,9TH AV,8TH AV,GOOD,988.3,0.139,0.3,0,0.3,1.4853229376096806,0.8,0,1,1.0,0.455
ST CATHERINES ST,37TH AV,35TH AV,GOOD,1372.7,0.064,0.3,0,0.3,1.0795146367941584,0.8,0,1,1.0,0.444
ONTARIO ST,28TH AV,27TH AV,VERY POOR,544.2,0.337,0.95,0,0.95,1.907891800459936,0.8,0,1,1.0,0.6
SLOCAN ST,19TH AV,17TH AV,FAIR,761.4,0.218,0.5,0,0.5,0.6408474030528168,0.8,0,1,1.0,0.503
PRINCE EDWARD ST,45TH AV,44TH AV,FAIR,766.0,0.216,0.5,0,0.5,1.8602797206104356,0.8,0,1,1.0,0.502
POINT GREY RD,WATERLOO ST,BLENHEIM ST,VERY GOOD,998.8,0.136,0.1,0,0.1,99.0312943449448,0.5,0,1,1.0,0.345
TISDALL ST,46TH AV,45TH AV,POOR,939.2,0.153,0.8,0,0.8,1.4071397041209934,0.8,0,1,1.0,0.546
TRIMBLE ST,2ND AV,1ST AV,POOR,534.5,0.343,0.8,0,0.8,1.503572289202907,0.8,0,1,1.0,0.575
QUEBEC ST,45TH AV,44TH AV,VERY POOR,467.8,0.392,0.95,0,0.95,1.9381224228657743,0.8,0,1,1.0,0.608
TEMPLETON DR,TRIUMPH ST,DUNDAS ST,VERY POOR,1310.5,0.073,0.95,0,0.95,0.7134882581928537,0.8,0,1,1.0,0.56
TRIUMPH ST,SALSBURY DRIVE,VICTORIA DRIVE,GOOD,1664.3,0.036,0.3,0,0.3,74.9070695632413,0.5,0,1,1.0,0.365
POWELL ST,HEATLEY AV,HAWKS AV,VERY POOR,805.8,0.2,0.95,0,0.95,91.7060992326148,0.5,0,1,1.0,0.504
SKEENA ST,CAMBRIDGE ST,BRIDGEWAY,GOOD,440.9,0.414,0.3,0,0.3,357.1372811110858,0.8,0,1,1.0,0.497
NANAIMO ST,UPLAND DRIVE,54TH AV,FAIR,919.9,0.159,0.5,0,0.5,359.7505024295162,0.8,0,1,1.0,0.494
POWELL ST,HAWKS AV,LOOP BACK LANE,FAIR,813.1,0.197,0.5,0,0.5,92.35013133868256,0.5,0,1,1.0,0.424
MCKINNON ST,49TH AV,48TH AV,GOOD,1376.2,0.064,0.3,0,0.3,2.0220759279596336,0.8,0,1,1.0,0.444
TISDALL ST,SOUTH END,54TH AV,POOR,664.9,0.265,0.8,0,0.8,348.81088153824066,0.8,0,1,1.0,0.563
TRIMBLE ST,9TH AV,8TH AV,FAIR,828.0,0.191,0.5,0,0.5,1.482277026413442,0.8,0,1,1.0,0.499
STANLEY PARK DR,CAUSEWAY NB TO STANLEY PARK DR RAMP,CAUSEWAY SB TO STANLEY PARK DR RAMP,VERY GOOD,582.0,0.312,0.1,0,0.1,2.3518779291850365,0.8,0,1,1.0,0.446
MATTHEWS AV,CARTIER ST,HUDSON ST,POOR,1145.9,0.101,0.8,0,0.8,92.22559113428065,0.5,0,1,1.0,0.463
STAMFORD ST,CHURCH ST,CHERRY ST,VERY POOR,1145.6,0.101,0.95,0,0.95,32.91694195167162,0.8,0,1,1.0,0.564
SELKIRK ST,BALFOUR AV,MATTHEWS AV,POOR,1018.5,0.13,0.8,0,0.8,343.3960438140197,0.8,0,1,1.0,0.542
RENFREW ST,OXFORD ST,CAMBRIDGE ST,VERY POOR,287.9,0.562,0.95,0,0.95,0.14184363881128093,0.8,0,1,1.0,0.634
ST CATHERINES ST,28TH AV,27TH AV,POOR,1594.7,0.041,0.8,0,0.8,2.2862240874817985,0.8,0,1,1.0,0.529
TOLMIE ST,10TH AV,9TH AV,VERY POOR,1222.0,0.087,0.95,0,0.95,1.5361324094302518,0.8,0,1,1.0,0.562
POINT GREY RD,MACDONALD ST,STEPHENS ST,VERY GOOD,1609.2,0.04,0.1,0,0.1,58.76137816158473,0.5,0,1,1.0,0.33
PRINCE EDWARD ST,63RD AV,61ST AV,VERY POOR,882.9,0.171,0.95,0,0.95,1.331053486658277,0.8,0,1,1.0,0.575
ST GEORGE ST,30TH AV,AUBREY PLACE,VERY GOOD,958.2,0.147,0.1,0,0.1,1.3161825826898053,0.8,0,1,1.0,0.421
SCHOOL AV,SENLAC ST,TYNE ST,VERY GOOD,1359.1,0.066,0.1,0,0.1,119.02236099867758,0.5,0,1,1.0,0.334
TRINITY ST,NANAIMO ST,KAMLOOPS ST,VERY GOOD,1097.9,0.111,0.1,0,0.1,90.15650039453101,0.5,0,1,1.0,0.341
PRESTWICK DR,UPLAND DRIVE,JASPER CRESCENT,VERY GOOD,943.6,0.152,0.1,0,0.1,124.48317982069602,0.5,0,1,1.0,0.347
ROSS ST,39TH AV,38TH AV,VERY POOR,1733.4,0.031,0.95,0,0.95,1.2197295621049875,0.8,0,1,1.0,0.554
MUNROE CRES,62ND AV,62ND AV,GOOD,243.0,0.615,0.3,0,0.3,93.35793240570655,0.5,0,1,1.0,0.452
NANAIMO ST,47TH AV,46TH AV,FAIR,1176.9,0.095,0.5,0,0.5,0.7961552784702803,0.8,0,1,1.0,0.484
SASAMAT ST,7TH AV,6TH AV,VERY POOR,878.6,0.173,0.95,0,0.95,1.4954744027049856,0.8,0,1,1.0,0.575
SEMLIN DR,WILLIAM ST,NAPIER ST,VERY GOOD,1473.0,0.053,0.1,0,0.1,0.7875941340356576,0.8,0,1,1.0,0.407
RHODES ST,38TH AV,KINGSWAY,VERY POOR,17.2,0.966,0.95,0,0.95,358.4606401223589,0.8,0,1,1.0,0.695
MOBERLY RD,6TH AV,CHARLESON,FAIR,209.7,0.657,0.5,0,0.5,6.396321142703471,0.8,0,1,1.0,0.569
TOLMIE ST,5TH AV,4TH AV,NO DATA,1009.9,0.133,0.5,1,0.4,1.5066386196759254,0.8,0,1,1.0,0.472
NASSAU DR,BRAEBURN ST,VICTORIA DRIVE,GOOD,1160.2,0.098,0.3,0,0.3,82.82059000002312,0.5,0,1,1.0,0.374
NANTON AV,GRANVILLE ST,CARTIER ST,GOOD,693.0,0.25,0.3,0,0.3,91.47325389175785,0.5,0,1,1.0,0.397
RENFREW ST,1ST AV,GRAVELEY ST,POOR,990.6,0.138,0.8,0,0.8,0.6639849053175908,0.8,0,1,1.0,0.544
STANLEY PARK DR,STANLEY PARK SHORTCUT 1,AVISON WAY,VERY GOOD,423.5,0.429,0.1,0,0.1,300.50787909874197,0.5,0,1,1.0,0.389
MCLEAN DR,ADANAC ST,GEORGIA ST,VERY GOOD,1002.8,0.135,0.1,0,0.1,1.7272404898282048,0.8,0,1,1.0,0.42
RUPERT ST,14TH AV,GRANDVIEW HWY,VERY GOOD,199.7,0.671,0.1,0,0.1,0.28533204953788527,0.8,0,1,1.0,0.5
TAMATH CRES,SW MARINE DRIVE,START LOOP (R),POOR,1319.3,0.071,0.8,0,0.8,202.4242320425091,0.2,0,1,1.0,0.384
TRIUMPH ST,SKEENA ST,KOOTENAY ST,POOR,771.7,0.214,0.8,0,0.8,89.92084111592419,0.5,0,1,1.0,0.48
NANAIMO ST,54TH AV,53RD AV,VERY POOR,1070.2,0.118,0.95,0,0.95,0.5141724312521774,0.8,0,1,1.0,0.567
RUPERT ST,HORLEY ST,EUCLID AV,FAIR,704.5,0.244,0.5,0,0.5,32.564675794308584,0.8,0,1,1.0,0.507
PANDORA ST,COMMERCIAL DRIVE,SALSBURY DRIVE,FAIR,1512.0,0.049,0.5,0,0.5,91.13817750166646,0.5,0,1,1.0,0.402
ST GEORGE ST,45TH AV,44TH AV,VERY GOOD,980.2,0.141,0.1,0,0.1,1.3286508617089794,0.8,0,1,1.0,0.42
PENTICTON ST,GRANDVIEW HWY NORTH,12TH AV,GOOD,304.7,0.544,0.3,0,0.3,359.91669639931393,0.8,0,1,1.0,0.516
MCBAIN AV,EDGAR CRESCENT,HAGGART ST,GOOD,2064.5,0.016,0.3,0,0.3,78.57030947542074,0.5,0,1,1.0,0.362
TRAFALGAR ST,10TH AV,BROADWAY,GOOD,1946.9,0.02,0.3,0,0.3,1.5163241697320586,0.8,0,1,1.0,0.438
MONTGOMERY ST,54TH AV,52ND AV,FAIR,1478.3,0.052,0.5,0,0.5,1.3905598809027993,0.8,0,1,1.0,0.478
QUESNEL DR,BLENHEIM ST,16TH AV,NO DATA,1669.3,0.035,0.5,1,0.4,324.30455536562766,0.8,0,1,1.0,0.458
RENFREW ST,17TH AV,16TH AV,VERY POOR,407.3,0.443,0.95,0,0.95,0.45351183758327807,0.8,0,1,1.0,0.616
SALSBURY DR,PANDORA ST,POWELL ST,FAIR,1640.9,0.038,0.5,0,0.5,0.8822539342070286,0.8,0,1,1.0,0.475
TISDALL ST,45TH AV,42ND AV,GOOD,856.0,0.18,0.3,0,0.3,347.16974313156373,0.8,0,1,1.0,0.462
MCBAIN AV,HAGGART ST,BRAKENRIDGE ST,FAIR,1988.7,0.019,0.5,0,0.5,63.825296474389745,0.5,0,1,1.0,0.398
SEMLIN DR,NAPIER ST,PARKER ST,VERY GOOD,1584.0,0.042,0.1,0,0.1,2.3893755721816774,0.8,0,1,1.0,0.406
RENFREW ST,24TH AV,23RD AV,VERY POOR,990.2,0.138,0.95,0,0.95,0.1722349359531563,0.8,0,1,1.0,0.57
TEMPLETON DR,PANDORA ST,TRIUMPH ST,VERY GOOD,1294.8,0.075,0.1,0,0.1,0.7771272770291944,0.8,0,1,1.0,0.411
PRINCESS AV,HASTINGS ST,CORDOVA ST,FAIR,633.1,0.282,0.5,0,0.5,1.5833128594802588,0.8,0,1,1.0,0.512
SAWCUT,WEST END,FERRY ROW / MILLYARD,NO DATA,54.0,0.898,0.5,1,0.4,104.52723131274035,0.5,0,1,1.0,0.512
NOOTKA ST,KITCHENER ST,CHARLES ST,POOR,781.7,0.209,0.8,0,0.8,0.543845435602293,0.8,0,1,1.0,0.554
RUPERT ST,VENABLES ST,ADANAC ST,VERY POOR,518.7,0.354,0.95,0,0.95,0.569287552578146,0.8,0,1,1.0,0.603
MUIRFIELD DR,HOYLAKE AV,LYNBROOK DRIVE,VERY POOR,547.3,0.335,0.95,0,0.95,4.478009500956773,0.8,0,1,1.0,0.6
PRINCE ALBERT ST,12TH AV,11TH AV,VERY GOOD,1480.1,0.052,0.1,0,0.1,0.6714015235948523,0.8,0,1,1.0,0.407
PRINCE ALBERT ST,33RD AV,32ND AV,GOOD,1294.0,0.075,0.3,0,0.3,1.015007195526266,0.8,0,1,1.0,0.446
SOPHIA ST,39TH AV,38TH AV,POOR,552.6,0.331,0.8,0,0.8,1.9613294211677044,0.8,0,1,1.0,0.573
PANDORA ST,KASLO ST,RENFREW ST,GOOD,214.8,0.651,0.3,0,0.3,90.08063621786073,0.5,0,1,1.0,0.458
STANLEY PARK DR,VANCOUVER AQUARIUM ST,DEADMANS ISLAND ROAD,GOOD,64.7,0.879,0.3,0,0.3,89.38973912514138,0.5,0,1,1.0,0.492
MONMOUTH AV,HOY ST,BOUNDARY ROAD,POOR,593.2,0.305,0.8,0,0.8,90.27971191507868,0.5,0,1,1.0,0.494
NANAIMO ST,20TH AV,18TH AV / COPLEY ST,FAIR,362.3,0.484,0.5,0,0.5,0.17314424243011217,0.8,0,1,1.0,0.543
SELKIRK ST,SOUTH END,33RD AV,GOOD,74.0,0.862,0.3,0,0.3,1.4287363897865362,0.8,0,1,1.0,0.565
SKEENA ST,FRANKLIN ST,PANDORA ST,GOOD,752.9,0.222,0.3,0,0.3,0.12209773203727536,0.8,0,1,1.0,0.468
SHAUGHNESSY ST,67TH AV,64TH AV,VERY POOR,959.2,0.147,0.95,0,0.95,1.3648609980602373,0.8,0,1,1.0,0.571
TEMPLETON DR,2ND AV,1ST AV,POOR,843.3,0.185,0.8,0,0.8,0.7616703309676609,0.8,0,1,1.0,0.551
PRINCE EDWARD ST,18TH AV,17TH AV,FAIR,1620.2,0.039,0.5,0,0.5,1.4239455487048076,0.8,0,1,1.0,0.476
QUEBEC ST,48TH AV,47TH AV,FAIR,221.0,0.643,0.5,0,0.5,2.2544709702509635,0.8,0,1,1.0,0.567
RENFREW ST,19TH AV,18TH AV,VERY POOR,537.8,0.341,0.95,0,0.95,0.05581686164498478,0.8,0,1,1.0,0.601
ST GEORGE ST,22ND AV,21ST AV,GOOD,1518.7,0.048,0.3,0,0.3,1.3925358710094997,0.8,0,1,1.0,0.442
MONTCALM ST,67TH AV,64TH AV,FAIR,982.2,0.14,0.5,0,0.5,1.8200760568934697,0.8,0,1,1.0,0.491
TISDALL ST,50TH AV,49TH AV,GOOD,791.3,0.205,0.3,0,0.3,1.3733053630842278,0.8,0,1,1.0,0.466
TRIMBLE ST,6TH AV,5TH AV,VERY POOR,640.6,0.278,0.95,0,0.95,1.5708232049470894,0.8,0,1,1.0,0.591
SLOCAN ST,20TH AV,19TH AV,VERY POOR,848.1,0.183,0.95,0,0.95,0.7130424613448554,0.8,0,1,1.0,0.577
STEPHENS ST,16TH AV,15TH AV,VERY GOOD,2332.3,0.009,0.1,0,0.1,1.4762259428104585,0.8,0,1,1.0,0.401
RENFREW ST,18TH AV,17TH AV,VERY POOR,500.4,0.368,0.95,0,0.95,0.07368688060830664,0.8,0,1,1.0,0.605
PRINCE ALBERT ST,61ST AV,60TH AV,VERY GOOD,855.4,0.181,0.1,0,0.1,0.9983063823243583,0.8,0,1,1.0,0.426
TYNE ST,45TH AV,44TH AV,GOOD,1578.3,0.043,0.3,0,0.3,355.12951947520713,0.8,0,1,1.0,0.441
PRINCE ALBERT ST,17TH AV,KINGSWAY,NO DATA,1751.1,0.03,0.5,1,0.4,1.5185358108566334,0.8,0,1,1.0,0.457
MCKINNON ST,53RD AV,52ND AV,GOOD,1027.0,0.128,0.3,0,0.3,1.8795770627126558,0.8,0,1,1.0,0.454
SKEENA ST,TURNER ST,PENDER ST,FAIR,620.6,0.289,0.5,0,0.5,0.13673700666862487,0.8,0,1,1.0,0.513
TEMPLETON DR,11TH AV,10TH AV,GOOD,336.1,0.511,0.3,0,0.3,0.780219404817899,0.8,0,1,1.0,0.512
NELSON ST,NICOLA ST,BROUGHTON ST,GOOD,449.4,0.407,0.3,0,0.3,134.81989625776282,0.5,0,1,1.0,0.421
PARK DR,OAK ST,SHAUGHNESSY ST,VERY POOR,1001.9,0.135,0.95,0,0.95,113.65830559970641,0.5,0,1,1.0,0.495
SKEENA ST,28TH AV,27TH AV,POOR,123.8,0.781,0.8,0,0.8,0.10874304273050939,0.8,0,1,1.0,0.64
PRINCE EDWARD ST,58TH AV,57TH AV,GOOD,857.5,0.18,0.3,0,0.3,1.8743239623685781,0.8,0,1,1.0,0.462
SELKIRK ST,73RD AV,72ND AV,FAIR,428.0,0.425,0.5,0,0.5,1.44907854920109,0.8,0,1,1.0,0.534
RUPERT ST,17TH AV,16TH AV,FAIR,483.5,0.38,0.5,0,0.5,0.27206108017696806,0.8,0,1,1.0,0.527
SLOCAN ST,VENABLES ST,ADANAC ST,GOOD,689.5,0.252,0.3,0,0.3,0.7677228155757234,0.8,0,1,1.0,0.472
MCKINNON ST,46TH AV,45TH AV,VERY GOOD,1269.7,0.079,0.1,0,0.1,1.8241295139619638,0.8,0,1,1.0,0.411
WALES ST,50TH AV,49TH AV,GOOD,1144.5,0.101,0.3,0,0.3,1.9311913033603787,0.8,0,1,1.0,0.45
